primary_category,macro_field,submission_month,raw_n,selected_n
cond-mat.dis-nn,cond-mat,2018-07,8,8
cond-mat.dis-nn,cond-mat,2018-08,11,11
cond-mat.dis-nn,cond-mat,2018-09,5,5
cond-mat.dis-nn,cond-mat,2018-10,7,7
cond-mat.dis-nn,cond-mat,2018-11,8,8
cond-mat.dis-nn,cond-mat,2018-12,9,9
cond-mat.dis-nn,cond-mat,2019-01,10,10
cond-mat.dis-nn,cond-mat,2019-02,6,6
cond-mat.dis-nn,cond-mat,2019-03,9,9
cond-mat.dis-nn,cond-mat,2019-04,8,8
cond-mat.dis-nn,cond-mat,2019-05,12,12
cond-mat.dis-nn,cond-mat,2019-06,4,4
cond-mat.dis-nn,cond-mat,2019-07,9,9
cond-mat.dis-nn,cond-mat,2019-08,11,11
cond-mat.dis-nn,cond-mat,2019-09,11,11
cond-mat.dis-nn,cond-mat,2019-10,14,14
cond-mat.dis-nn,cond-mat,2019-11,12,12
cond-mat.dis-nn,cond-mat,2019-12,15,15
cond-mat.dis-nn,cond-mat,2020-01,12,12
cond-mat.dis-nn,cond-mat,2020-02,7,7
cond-mat.dis-nn,cond-mat,2020-03,8,8
cond-mat.dis-nn,cond-mat,2020-04,9,9
cond-mat.dis-nn,cond-mat,2020-05,10,10
cond-mat.dis-nn,cond-mat,2020-06,5,5
cond-mat.dis-nn,cond-mat,2020-07,11,11
cond-mat.dis-nn,cond-mat,2020-08,8,8
cond-mat.dis-nn,cond-mat,2020-09,6,6
cond-mat.dis-nn,cond-mat,2020-10,9,9
cond-mat.dis-nn,cond-mat,2020-11,11,11
cond-mat.dis-nn,cond-mat,2020-12,11,11
cond-mat.dis-nn,cond-mat,2021-01,6,6
cond-mat.dis-nn,cond-mat,2021-02,11,11
cond-mat.dis-nn,cond-mat,2021-03,10,10
cond-mat.dis-nn,cond-mat,2021-04,7,7
cond-mat.dis-nn,cond-mat,2021-05,12,12
cond-mat.dis-nn,cond-mat,2021-06,12,12
cond-mat.dis-nn,cond-mat,2021-07,13,13
cond-mat.dis-nn,cond-mat,2021-08,8,8
cond-mat.dis-nn,cond-mat,2021-09,8,8
cond-mat.dis-nn,cond-mat,2021-10,12,12
cond-mat.dis-nn,cond-mat,2021-11,13,13
cond-mat.dis-nn,cond-mat,2021-12,11,11
cond-mat.dis-nn,cond-mat,2022-01,5,5
cond-mat.dis-nn,cond-mat,2022-02,11,11
cond-mat.dis-nn,cond-mat,2022-03,11,11
cond-mat.dis-nn,cond-mat,2022-04,14,14
cond-mat.dis-nn,cond-mat,2022-05,9,9
cond-mat.dis-nn,cond-mat,2022-06,8,8
cond-mat.dis-nn,cond-mat,2022-07,13,13
cond-mat.dis-nn,cond-mat,2022-08,8,8
cond-mat.dis-nn,cond-mat,2022-09,8,8
cond-mat.dis-nn,cond-mat,2022-10,10,10
cond-mat.dis-nn,cond-mat,2022-11,7,7
cond-mat.dis-nn,cond-mat,2022-12,9,9
cond-mat.dis-nn,cond-mat,2023-01,9,9
cond-mat.dis-nn,cond-mat,2023-02,14,14
cond-mat.dis-nn,cond-mat,2023-03,10,10
cond-mat.dis-nn,cond-mat,2023-04,8,8
cond-mat.dis-nn,cond-mat,2023-05,10,10
cond-mat.dis-nn,cond-mat,2023-06,13,13
cond-mat.dis-nn,cond-mat,2023-07,9,9
cond-mat.dis-nn,cond-mat,2023-08,11,11
cond-mat.dis-nn,cond-mat,2023-09,15,15
cond-mat.dis-nn,cond-mat,2023-10,8,8
cond-mat.dis-nn,cond-mat,2023-11,9,9
cond-mat.dis-nn,cond-mat,2023-12,11,11
cond-mat.dis-nn,cond-mat,2024-01,12,12
cond-mat.dis-nn,cond-mat,2024-02,9,9
cond-mat.dis-nn,cond-mat,2024-03,8,8
cond-mat.dis-nn,cond-mat,2024-04,9,9
cond-mat.dis-nn,cond-mat,2024-05,18,18
cond-mat.dis-nn,cond-mat,2024-06,13,13
cond-mat.dis-nn,cond-mat,2024-07,24,24
cond-mat.dis-nn,cond-mat,2024-08,16,16
cond-mat.dis-nn,cond-mat,2024-09,13,13
cond-mat.dis-nn,cond-mat,2024-10,10,10
cond-mat.dis-nn,cond-mat,2024-11,13,13
cond-mat.dis-nn,cond-mat,2024-12,14,14
cond-mat.dis-nn,cond-mat,2025-01,17,17
cond-mat.dis-nn,cond-mat,2025-02,8,8
cond-mat.dis-nn,cond-mat,2025-03,15,15
cond-mat.dis-nn,cond-mat,2025-04,12,12
cond-mat.dis-nn,cond-mat,2025-05,10,10
cond-mat.dis-nn,cond-mat,2025-06,12,12
cond-mat.dis-nn,cond-mat,2025-07,23,23
cond-mat.dis-nn,cond-mat,2025-08,3,3
cond-mat.dis-nn,cond-mat,2025-09,11,11
cond-mat.dis-nn,cond-mat,2025-10,15,15
cond-mat.dis-nn,cond-mat,2025-11,10,10
cond-mat.dis-nn,cond-mat,2025-12,11,11
cond-mat.mes-hall,cond-mat,2018-01,26,26
cond-mat.mes-hall,cond-mat,2018-02,34,34
cond-mat.mes-hall,cond-mat,2018-03,29,29
cond-mat.mes-hall,cond-mat,2018-04,23,23
cond-mat.mes-hall,cond-mat,2018-05,30,30
cond-mat.mes-hall,cond-mat,2018-06,29,29
cond-mat.mes-hall,cond-mat,2018-07,36,36
cond-mat.mes-hall,cond-mat,2018-08,24,24
cond-mat.mes-hall,cond-mat,2018-09,30,30
cond-mat.mes-hall,cond-mat,2018-10,22,22
cond-mat.mes-hall,cond-mat,2018-11,27,27
cond-mat.mes-hall,cond-mat,2018-12,46,46
cond-mat.mes-hall,cond-mat,2019-01,24,24
cond-mat.mes-hall,cond-mat,2019-02,26,26
cond-mat.mes-hall,cond-mat,2019-03,27,27
cond-mat.mes-hall,cond-mat,2019-04,35,35
cond-mat.mes-hall,cond-mat,2019-05,56,50
cond-mat.mes-hall,cond-mat,2019-06,28,28
cond-mat.mes-hall,cond-mat,2019-07,43,43
cond-mat.mes-hall,cond-mat,2019-08,46,46
cond-mat.mes-hall,cond-mat,2019-09,35,35
cond-mat.mes-hall,cond-mat,2019-10,46,46
cond-mat.mes-hall,cond-mat,2019-11,37,37
cond-mat.mes-hall,cond-mat,2019-12,38,38
cond-mat.mes-hall,cond-mat,2020-01,45,45
cond-mat.mes-hall,cond-mat,2020-02,38,38
cond-mat.mes-hall,cond-mat,2020-03,36,36
cond-mat.mes-hall,cond-mat,2020-04,41,41
cond-mat.mes-hall,cond-mat,2020-05,38,38
cond-mat.mes-hall,cond-mat,2020-06,38,38
cond-mat.mes-hall,cond-mat,2020-07,34,34
cond-mat.mes-hall,cond-mat,2020-08,37,37
cond-mat.mes-hall,cond-mat,2020-09,30,30
cond-mat.mes-hall,cond-mat,2020-10,33,33
cond-mat.mes-hall,cond-mat,2020-11,42,42
cond-mat.mes-hall,cond-mat,2020-12,41,41
cond-mat.mes-hall,cond-mat,2021-01,33,33
cond-mat.mes-hall,cond-mat,2021-02,39,39
cond-mat.mes-hall,cond-mat,2021-03,58,50
cond-mat.mes-hall,cond-mat,2021-04,41,41
cond-mat.mes-hall,cond-mat,2021-05,48,48
cond-mat.mes-hall,cond-mat,2021-06,36,36
cond-mat.mes-hall,cond-mat,2021-07,45,45
cond-mat.mes-hall,cond-mat,2021-08,44,44
cond-mat.mes-hall,cond-mat,2021-09,32,32
cond-mat.mes-hall,cond-mat,2021-10,33,33
cond-mat.mes-hall,cond-mat,2021-11,45,45
cond-mat.mes-hall,cond-mat,2021-12,49,49
cond-mat.mes-hall,cond-mat,2022-01,24,24
cond-mat.mes-hall,cond-mat,2022-02,24,24
cond-mat.mes-hall,cond-mat,2022-03,45,45
cond-mat.mes-hall,cond-mat,2022-04,25,25
cond-mat.mes-hall,cond-mat,2022-05,47,47
cond-mat.mes-hall,cond-mat,2022-06,38,38
cond-mat.mes-hall,cond-mat,2022-07,37,37
cond-mat.mes-hall,cond-mat,2022-08,27,27
cond-mat.mes-hall,cond-mat,2022-09,34,34
cond-mat.mes-hall,cond-mat,2022-10,33,33
cond-mat.mes-hall,cond-mat,2022-11,39,39
cond-mat.mes-hall,cond-mat,2022-12,43,43
cond-mat.mes-hall,cond-mat,2023-01,51,50
cond-mat.mes-hall,cond-mat,2023-02,46,46
cond-mat.mes-hall,cond-mat,2023-03,36,36
cond-mat.mes-hall,cond-mat,2023-04,44,44
cond-mat.mes-hall,cond-mat,2023-05,55,50
cond-mat.mes-hall,cond-mat,2023-06,40,40
cond-mat.mes-hall,cond-mat,2023-07,43,43
cond-mat.mes-hall,cond-mat,2023-08,29,29
cond-mat.mes-hall,cond-mat,2023-09,39,39
cond-mat.mes-hall,cond-mat,2023-10,40,40
cond-mat.mes-hall,cond-mat,2023-11,52,50
cond-mat.mes-hall,cond-mat,2023-12,40,40
cond-mat.mes-hall,cond-mat,2024-01,34,34
cond-mat.mes-hall,cond-mat,2024-02,38,38
cond-mat.mes-hall,cond-mat,2024-03,33,33
cond-mat.mes-hall,cond-mat,2024-04,30,30
cond-mat.mes-hall,cond-mat,2024-05,30,30
cond-mat.mes-hall,cond-mat,2024-06,44,44
cond-mat.mes-hall,cond-mat,2024-07,50,50
cond-mat.mes-hall,cond-mat,2024-08,42,42
cond-mat.mes-hall,cond-mat,2024-09,32,32
cond-mat.mes-hall,cond-mat,2024-10,49,49
cond-mat.mes-hall,cond-mat,2024-11,40,40
cond-mat.mes-hall,cond-mat,2024-12,43,43
cond-mat.mes-hall,cond-mat,2025-01,41,41
cond-mat.mes-hall,cond-mat,2025-02,31,31
cond-mat.mes-hall,cond-mat,2025-03,39,39
cond-mat.mes-hall,cond-mat,2025-04,27,27
cond-mat.mes-hall,cond-mat,2025-05,33,33
cond-mat.mes-hall,cond-mat,2025-06,37,37
cond-mat.mes-hall,cond-mat,2025-07,39,39
cond-mat.mes-hall,cond-mat,2025-08,29,29
cond-mat.mes-hall,cond-mat,2025-09,40,40
cond-mat.mes-hall,cond-mat,2025-10,43,43
cond-mat.mes-hall,cond-mat,2025-11,26,26
cond-mat.mes-hall,cond-mat,2025-12,42,42
cond-mat.mtrl-sci,cond-mat,2018-01,33,33
cond-mat.mtrl-sci,cond-mat,2018-02,20,20
cond-mat.mtrl-sci,cond-mat,2018-03,33,33
cond-mat.mtrl-sci,cond-mat,2018-04,18,18
cond-mat.mtrl-sci,cond-mat,2018-05,28,28
cond-mat.mtrl-sci,cond-mat,2018-06,29,29
cond-mat.mtrl-sci,cond-mat,2018-07,31,31
cond-mat.mtrl-sci,cond-mat,2018-08,21,21
cond-mat.mtrl-sci,cond-mat,2018-09,16,16
cond-mat.mtrl-sci,cond-mat,2018-10,33,33
cond-mat.mtrl-sci,cond-mat,2018-11,28,28
cond-mat.mtrl-sci,cond-mat,2018-12,20,20
cond-mat.mtrl-sci,cond-mat,2019-01,28,28
cond-mat.mtrl-sci,cond-mat,2019-02,34,34
cond-mat.mtrl-sci,cond-mat,2019-03,20,20
cond-mat.mtrl-sci,cond-mat,2019-04,38,38
cond-mat.mtrl-sci,cond-mat,2019-05,37,37
cond-mat.mtrl-sci,cond-mat,2019-06,48,48
cond-mat.mtrl-sci,cond-mat,2019-07,36,36
cond-mat.mtrl-sci,cond-mat,2019-08,44,44
cond-mat.mtrl-sci,cond-mat,2019-09,70,50
cond-mat.mtrl-sci,cond-mat,2019-10,62,50
cond-mat.mtrl-sci,cond-mat,2019-11,48,48
cond-mat.mtrl-sci,cond-mat,2019-12,49,49
cond-mat.mtrl-sci,cond-mat,2020-01,58,50
cond-mat.mtrl-sci,cond-mat,2020-02,57,50
cond-mat.mtrl-sci,cond-mat,2020-03,69,50
cond-mat.mtrl-sci,cond-mat,2020-04,51,50
cond-mat.mtrl-sci,cond-mat,2020-05,44,44
cond-mat.mtrl-sci,cond-mat,2020-06,73,50
cond-mat.mtrl-sci,cond-mat,2020-07,58,50
cond-mat.mtrl-sci,cond-mat,2020-08,57,50
cond-mat.mtrl-sci,cond-mat,2020-09,75,50
cond-mat.mtrl-sci,cond-mat,2020-10,93,50
cond-mat.mtrl-sci,cond-mat,2020-11,51,50
cond-mat.mtrl-sci,cond-mat,2020-12,76,50
cond-mat.mtrl-sci,cond-mat,2021-01,48,48
cond-mat.mtrl-sci,cond-mat,2021-02,67,50
cond-mat.mtrl-sci,cond-mat,2021-03,82,50
cond-mat.mtrl-sci,cond-mat,2021-04,83,50
cond-mat.mtrl-sci,cond-mat,2021-05,61,50
cond-mat.mtrl-sci,cond-mat,2021-06,70,50
cond-mat.mtrl-sci,cond-mat,2021-07,67,50
cond-mat.mtrl-sci,cond-mat,2021-08,65,50
cond-mat.mtrl-sci,cond-mat,2021-09,57,50
cond-mat.mtrl-sci,cond-mat,2021-10,93,50
cond-mat.mtrl-sci,cond-mat,2021-11,79,50
cond-mat.mtrl-sci,cond-mat,2021-12,75,50
cond-mat.mtrl-sci,cond-mat,2022-01,98,50
cond-mat.mtrl-sci,cond-mat,2022-02,94,50
cond-mat.mtrl-sci,cond-mat,2022-03,89,50
cond-mat.mtrl-sci,cond-mat,2022-04,84,50
cond-mat.mtrl-sci,cond-mat,2022-05,78,50
cond-mat.mtrl-sci,cond-mat,2022-06,85,50
cond-mat.mtrl-sci,cond-mat,2022-07,73,50
cond-mat.mtrl-sci,cond-mat,2022-08,67,50
cond-mat.mtrl-sci,cond-mat,2022-09,86,50
cond-mat.mtrl-sci,cond-mat,2022-10,71,50
cond-mat.mtrl-sci,cond-mat,2022-11,96,50
cond-mat.mtrl-sci,cond-mat,2022-12,62,50
cond-mat.mtrl-sci,cond-mat,2023-01,83,50
cond-mat.mtrl-sci,cond-mat,2023-02,86,50
cond-mat.mtrl-sci,cond-mat,2023-03,85,50
cond-mat.mtrl-sci,cond-mat,2023-04,57,50
cond-mat.mtrl-sci,cond-mat,2023-05,91,50
cond-mat.mtrl-sci,cond-mat,2023-06,93,50
cond-mat.mtrl-sci,cond-mat,2023-07,80,50
cond-mat.mtrl-sci,cond-mat,2023-08,75,50
cond-mat.mtrl-sci,cond-mat,2023-09,85,50
cond-mat.mtrl-sci,cond-mat,2023-10,97,50
cond-mat.mtrl-sci,cond-mat,2023-11,89,50
cond-mat.mtrl-sci,cond-mat,2023-12,62,50
cond-mat.mtrl-sci,cond-mat,2024-01,87,50
cond-mat.mtrl-sci,cond-mat,2024-02,74,50
cond-mat.mtrl-sci,cond-mat,2024-03,87,50
cond-mat.mtrl-sci,cond-mat,2024-04,97,50
cond-mat.mtrl-sci,cond-mat,2024-05,83,50
cond-mat.mtrl-sci,cond-mat,2024-06,73,50
cond-mat.mtrl-sci,cond-mat,2024-07,111,50
cond-mat.mtrl-sci,cond-mat,2024-08,113,50
cond-mat.mtrl-sci,cond-mat,2024-09,112,50
cond-mat.mtrl-sci,cond-mat,2024-10,137,50
cond-mat.mtrl-sci,cond-mat,2024-11,117,50
cond-mat.mtrl-sci,cond-mat,2024-12,118,50
cond-mat.mtrl-sci,cond-mat,2025-01,106,50
cond-mat.mtrl-sci,cond-mat,2025-02,129,50
cond-mat.mtrl-sci,cond-mat,2025-03,173,50
cond-mat.mtrl-sci,cond-mat,2025-04,119,50
cond-mat.mtrl-sci,cond-mat,2025-05,132,50
cond-mat.mtrl-sci,cond-mat,2025-06,124,50
cond-mat.mtrl-sci,cond-mat,2025-07,128,50
cond-mat.mtrl-sci,cond-mat,2025-08,104,50
cond-mat.mtrl-sci,cond-mat,2025-09,93,50
cond-mat.mtrl-sci,cond-mat,2025-10,113,50
cond-mat.mtrl-sci,cond-mat,2025-11,95,50
cond-mat.mtrl-sci,cond-mat,2025-12,148,50
cond-mat.other,cond-mat,2018-01,2,2
cond-mat.other,cond-mat,2018-02,2,2
cond-mat.other,cond-mat,2018-03,2,2
cond-mat.other,cond-mat,2018-04,2,2
cond-mat.other,cond-mat,2018-06,2,2
cond-mat.other,cond-mat,2018-07,2,2
cond-mat.other,cond-mat,2018-08,1,1
cond-mat.other,cond-mat,2018-09,2,2
cond-mat.other,cond-mat,2018-10,4,4
cond-mat.other,cond-mat,2018-12,2,2
cond-mat.other,cond-mat,2019-02,1,1
cond-mat.other,cond-mat,2019-03,2,2
cond-mat.other,cond-mat,2019-04,2,2
cond-mat.other,cond-mat,2019-06,1,1
cond-mat.other,cond-mat,2019-07,4,4
cond-mat.other,cond-mat,2019-08,1,1
cond-mat.other,cond-mat,2019-09,1,1
cond-mat.other,cond-mat,2019-10,5,5
cond-mat.other,cond-mat,2019-11,1,1
cond-mat.other,cond-mat,2020-01,1,1
cond-mat.other,cond-mat,2020-02,3,3
cond-mat.other,cond-mat,2020-03,4,4
cond-mat.other,cond-mat,2020-04,2,2
cond-mat.other,cond-mat,2020-05,1,1
cond-mat.other,cond-mat,2020-07,1,1
cond-mat.other,cond-mat,2020-09,2,2
cond-mat.other,cond-mat,2020-10,1,1
cond-mat.other,cond-mat,2020-12,3,3
cond-mat.other,cond-mat,2021-02,3,3
cond-mat.other,cond-mat,2021-03,3,3
cond-mat.other,cond-mat,2021-04,1,1
cond-mat.other,cond-mat,2021-05,2,2
cond-mat.other,cond-mat,2021-06,1,1
cond-mat.other,cond-mat,2021-07,5,5
cond-mat.other,cond-mat,2021-08,1,1
cond-mat.other,cond-mat,2021-09,6,6
cond-mat.other,cond-mat,2021-10,6,6
cond-mat.other,cond-mat,2021-12,3,3
cond-mat.other,cond-mat,2022-01,1,1
cond-mat.other,cond-mat,2022-02,3,3
cond-mat.other,cond-mat,2022-03,1,1
cond-mat.other,cond-mat,2022-04,4,4
cond-mat.other,cond-mat,2022-05,2,2
cond-mat.other,cond-mat,2022-06,3,3
cond-mat.other,cond-mat,2022-07,1,1
cond-mat.other,cond-mat,2022-08,2,2
cond-mat.other,cond-mat,2022-09,2,2
cond-mat.other,cond-mat,2022-10,1,1
cond-mat.other,cond-mat,2022-11,4,4
cond-mat.other,cond-mat,2022-12,2,2
cond-mat.other,cond-mat,2023-02,2,2
cond-mat.other,cond-mat,2023-03,2,2
cond-mat.other,cond-mat,2023-04,1,1
cond-mat.other,cond-mat,2023-05,7,7
cond-mat.other,cond-mat,2023-06,1,1
cond-mat.other,cond-mat,2023-08,2,2
cond-mat.other,cond-mat,2023-09,2,2
cond-mat.other,cond-mat,2023-10,2,2
cond-mat.other,cond-mat,2023-11,3,3
cond-mat.other,cond-mat,2024-01,3,3
cond-mat.other,cond-mat,2024-02,4,4
cond-mat.other,cond-mat,2024-03,1,1
cond-mat.other,cond-mat,2024-04,1,1
cond-mat.other,cond-mat,2024-05,4,4
cond-mat.other,cond-mat,2024-06,1,1
cond-mat.other,cond-mat,2024-07,1,1
cond-mat.other,cond-mat,2024-08,1,1
cond-mat.other,cond-mat,2024-10,2,2
cond-mat.other,cond-mat,2024-11,2,2
cond-mat.other,cond-mat,2024-12,1,1
cond-mat.other,cond-mat,2025-01,3,3
cond-mat.other,cond-mat,2025-03,3,3
cond-mat.other,cond-mat,2025-04,2,2
cond-mat.other,cond-mat,2025-05,4,4
cond-mat.other,cond-mat,2025-06,4,4
cond-mat.other,cond-mat,2025-07,2,2
cond-mat.other,cond-mat,2025-08,6,6
cond-mat.other,cond-mat,2025-09,2,2
cond-mat.other,cond-mat,2025-10,5,5
cond-mat.other,cond-mat,2025-11,3,3
cond-mat.other,cond-mat,2025-12,4,4
cond-mat.quant-gas,cond-mat,2018-01,17,17
cond-mat.quant-gas,cond-mat,2018-02,10,10
cond-mat.quant-gas,cond-mat,2018-03,21,21
cond-mat.quant-gas,cond-mat,2018-04,13,13
cond-mat.quant-gas,cond-mat,2018-05,13,13
cond-mat.quant-gas,cond-mat,2018-06,13,13
cond-mat.quant-gas,cond-mat,2018-07,15,15
cond-mat.quant-gas,cond-mat,2018-08,7,7
cond-mat.quant-gas,cond-mat,2018-09,7,7
cond-mat.quant-gas,cond-mat,2018-10,6,6
cond-mat.quant-gas,cond-mat,2018-11,6,6
cond-mat.quant-gas,cond-mat,2018-12,8,8
cond-mat.quant-gas,cond-mat,2019-01,13,13
cond-mat.quant-gas,cond-mat,2019-02,6,6
cond-mat.quant-gas,cond-mat,2019-03,11,11
cond-mat.quant-gas,cond-mat,2019-04,16,16
cond-mat.quant-gas,cond-mat,2019-05,19,19
cond-mat.quant-gas,cond-mat,2019-06,9,9
cond-mat.quant-gas,cond-mat,2019-07,16,16
cond-mat.quant-gas,cond-mat,2019-08,13,13
cond-mat.quant-gas,cond-mat,2019-09,15,15
cond-mat.quant-gas,cond-mat,2019-10,9,9
cond-mat.quant-gas,cond-mat,2019-11,12,12
cond-mat.quant-gas,cond-mat,2019-12,20,20
cond-mat.quant-gas,cond-mat,2020-01,13,13
cond-mat.quant-gas,cond-mat,2020-02,13,13
cond-mat.quant-gas,cond-mat,2020-03,21,21
cond-mat.quant-gas,cond-mat,2020-04,10,10
cond-mat.quant-gas,cond-mat,2020-05,9,9
cond-mat.quant-gas,cond-mat,2020-06,20,20
cond-mat.quant-gas,cond-mat,2020-07,19,19
cond-mat.quant-gas,cond-mat,2020-08,10,10
cond-mat.quant-gas,cond-mat,2020-09,16,16
cond-mat.quant-gas,cond-mat,2020-10,13,13
cond-mat.quant-gas,cond-mat,2020-11,16,16
cond-mat.quant-gas,cond-mat,2020-12,7,7
cond-mat.quant-gas,cond-mat,2021-01,19,19
cond-mat.quant-gas,cond-mat,2021-02,15,15
cond-mat.quant-gas,cond-mat,2021-03,25,25
cond-mat.quant-gas,cond-mat,2021-04,13,13
cond-mat.quant-gas,cond-mat,2021-05,20,20
cond-mat.quant-gas,cond-mat,2021-06,12,12
cond-mat.quant-gas,cond-mat,2021-07,9,9
cond-mat.quant-gas,cond-mat,2021-08,14,14
cond-mat.quant-gas,cond-mat,2021-09,9,9
cond-mat.quant-gas,cond-mat,2021-10,19,19
cond-mat.quant-gas,cond-mat,2021-11,23,23
cond-mat.quant-gas,cond-mat,2021-12,14,14
cond-mat.quant-gas,cond-mat,2022-01,14,14
cond-mat.quant-gas,cond-mat,2022-02,21,21
cond-mat.quant-gas,cond-mat,2022-03,15,15
cond-mat.quant-gas,cond-mat,2022-04,13,13
cond-mat.quant-gas,cond-mat,2022-05,10,10
cond-mat.quant-gas,cond-mat,2022-06,10,10
cond-mat.quant-gas,cond-mat,2022-07,15,15
cond-mat.quant-gas,cond-mat,2022-08,17,17
cond-mat.quant-gas,cond-mat,2022-09,8,8
cond-mat.quant-gas,cond-mat,2022-10,14,14
cond-mat.quant-gas,cond-mat,2022-11,11,11
cond-mat.quant-gas,cond-mat,2022-12,14,14
cond-mat.quant-gas,cond-mat,2023-01,19,19
cond-mat.quant-gas,cond-mat,2023-02,11,11
cond-mat.quant-gas,cond-mat,2023-03,12,12
cond-mat.quant-gas,cond-mat,2023-04,14,14
cond-mat.quant-gas,cond-mat,2023-05,24,24
cond-mat.quant-gas,cond-mat,2023-06,22,22
cond-mat.quant-gas,cond-mat,2023-07,10,10
cond-mat.quant-gas,cond-mat,2023-08,13,13
cond-mat.quant-gas,cond-mat,2023-09,10,10
cond-mat.quant-gas,cond-mat,2023-10,9,9
cond-mat.quant-gas,cond-mat,2023-11,12,12
cond-mat.quant-gas,cond-mat,2023-12,10,10
cond-mat.quant-gas,cond-mat,2024-01,14,14
cond-mat.quant-gas,cond-mat,2024-02,17,17
cond-mat.quant-gas,cond-mat,2024-03,14,14
cond-mat.quant-gas,cond-mat,2024-04,12,12
cond-mat.quant-gas,cond-mat,2024-05,12,12
cond-mat.quant-gas,cond-mat,2024-06,15,15
cond-mat.quant-gas,cond-mat,2024-07,17,17
cond-mat.quant-gas,cond-mat,2024-08,8,8
cond-mat.quant-gas,cond-mat,2024-09,9,9
cond-mat.quant-gas,cond-mat,2024-10,16,16
cond-mat.quant-gas,cond-mat,2024-11,16,16
cond-mat.quant-gas,cond-mat,2024-12,9,9
cond-mat.quant-gas,cond-mat,2025-01,8,8
cond-mat.quant-gas,cond-mat,2025-02,15,15
cond-mat.quant-gas,cond-mat,2025-03,14,14
cond-mat.quant-gas,cond-mat,2025-04,13,13
cond-mat.quant-gas,cond-mat,2025-05,16,16
cond-mat.quant-gas,cond-mat,2025-06,18,18
cond-mat.quant-gas,cond-mat,2025-07,14,14
cond-mat.quant-gas,cond-mat,2025-08,14,14
cond-mat.quant-gas,cond-mat,2025-09,12,12
cond-mat.quant-gas,cond-mat,2025-10,12,12
cond-mat.quant-gas,cond-mat,2025-11,15,15
cond-mat.quant-gas,cond-mat,2025-12,14,14
cond-mat.soft,cond-mat,2018-01,29,29
cond-mat.soft,cond-mat,2018-02,22,22
cond-mat.soft,cond-mat,2018-03,32,32
cond-mat.soft,cond-mat,2018-04,25,25
cond-mat.soft,cond-mat,2018-05,27,27
cond-mat.soft,cond-mat,2018-06,17,17
cond-mat.soft,cond-mat,2018-07,21,21
cond-mat.soft,cond-mat,2018-08,43,43
cond-mat.soft,cond-mat,2018-09,36,36
cond-mat.soft,cond-mat,2018-10,39,39
cond-mat.soft,cond-mat,2018-11,33,33
cond-mat.soft,cond-mat,2018-12,35,35
cond-mat.soft,cond-mat,2019-01,43,43
cond-mat.soft,cond-mat,2019-02,28,28
cond-mat.soft,cond-mat,2019-03,26,26
cond-mat.soft,cond-mat,2019-04,39,39
cond-mat.soft,cond-mat,2019-05,49,49
cond-mat.soft,cond-mat,2019-06,50,50
cond-mat.soft,cond-mat,2019-07,44,44
cond-mat.soft,cond-mat,2019-08,35,35
cond-mat.soft,cond-mat,2019-09,50,50
cond-mat.soft,cond-mat,2019-10,53,50
cond-mat.soft,cond-mat,2019-11,39,39
cond-mat.soft,cond-mat,2019-12,42,42
cond-mat.soft,cond-mat,2020-01,22,22
cond-mat.soft,cond-mat,2020-02,45,45
cond-mat.soft,cond-mat,2020-03,47,47
cond-mat.soft,cond-mat,2020-04,46,46
cond-mat.soft,cond-mat,2020-05,55,50
cond-mat.soft,cond-mat,2020-06,55,50
cond-mat.soft,cond-mat,2020-07,61,50
cond-mat.soft,cond-mat,2020-08,34,34
cond-mat.soft,cond-mat,2020-09,39,39
cond-mat.soft,cond-mat,2020-10,50,50
cond-mat.soft,cond-mat,2020-11,54,50
cond-mat.soft,cond-mat,2020-12,51,50
cond-mat.soft,cond-mat,2021-01,44,44
cond-mat.soft,cond-mat,2021-02,41,41
cond-mat.soft,cond-mat,2021-03,58,50
cond-mat.soft,cond-mat,2021-04,50,50
cond-mat.soft,cond-mat,2021-05,39,39
cond-mat.soft,cond-mat,2021-06,45,45
cond-mat.soft,cond-mat,2021-07,51,50
cond-mat.soft,cond-mat,2021-08,42,42
cond-mat.soft,cond-mat,2021-09,37,37
cond-mat.soft,cond-mat,2021-10,47,47
cond-mat.soft,cond-mat,2021-11,53,50
cond-mat.soft,cond-mat,2021-12,40,40
cond-mat.soft,cond-mat,2022-01,39,39
cond-mat.soft,cond-mat,2022-02,58,50
cond-mat.soft,cond-mat,2022-03,50,50
cond-mat.soft,cond-mat,2022-04,37,37
cond-mat.soft,cond-mat,2022-05,45,45
cond-mat.soft,cond-mat,2022-06,50,50
cond-mat.soft,cond-mat,2022-07,48,48
cond-mat.soft,cond-mat,2022-08,43,43
cond-mat.soft,cond-mat,2022-09,45,45
cond-mat.soft,cond-mat,2022-10,34,34
cond-mat.soft,cond-mat,2022-11,46,46
cond-mat.soft,cond-mat,2022-12,45,45
cond-mat.soft,cond-mat,2023-01,35,35
cond-mat.soft,cond-mat,2023-02,44,44
cond-mat.soft,cond-mat,2023-03,66,50
cond-mat.soft,cond-mat,2023-04,43,43
cond-mat.soft,cond-mat,2023-05,51,50
cond-mat.soft,cond-mat,2023-06,66,50
cond-mat.soft,cond-mat,2023-07,66,50
cond-mat.soft,cond-mat,2023-08,45,45
cond-mat.soft,cond-mat,2023-09,48,48
cond-mat.soft,cond-mat,2023-10,56,50
cond-mat.soft,cond-mat,2023-11,71,50
