primary_category,macro_field,submission_month,raw_n,selected_n
cs.MM,cs,2025-07,34,34
cs.MM,cs,2025-08,46,46
cs.MM,cs,2025-09,30,30
cs.MM,cs,2025-10,29,29
cs.MM,cs,2025-11,36,36
cs.MM,cs,2025-12,28,28
cs.MS,cs,2018-01,5,5
cs.MS,cs,2018-02,11,11
cs.MS,cs,2018-03,5,5
cs.MS,cs,2018-04,5,5
cs.MS,cs,2018-05,7,7
cs.MS,cs,2018-06,8,8
cs.MS,cs,2018-07,7,7
cs.MS,cs,2018-08,6,6
cs.MS,cs,2018-09,5,5
cs.MS,cs,2018-10,10,10
cs.MS,cs,2018-11,8,8
cs.MS,cs,2018-12,6,6
cs.MS,cs,2019-01,4,4
cs.MS,cs,2019-02,3,3
cs.MS,cs,2019-03,8,8
cs.MS,cs,2019-04,6,6
cs.MS,cs,2019-05,7,7
cs.MS,cs,2019-06,12,12
cs.MS,cs,2019-07,11,11
cs.MS,cs,2019-08,4,4
cs.MS,cs,2019-09,4,4
cs.MS,cs,2019-10,7,7
cs.MS,cs,2019-11,10,10
cs.MS,cs,2019-12,12,12
cs.MS,cs,2020-01,11,11
cs.MS,cs,2020-02,9,9
cs.MS,cs,2020-03,15,15
cs.MS,cs,2020-04,4,4
cs.MS,cs,2020-05,7,7
cs.MS,cs,2020-06,6,6
cs.MS,cs,2020-07,14,14
cs.MS,cs,2020-08,5,5
cs.MS,cs,2020-09,12,12
cs.MS,cs,2020-10,10,10
cs.MS,cs,2020-11,7,7
cs.MS,cs,2020-12,3,3
cs.MS,cs,2021-01,6,6
cs.MS,cs,2021-02,9,9
cs.MS,cs,2021-03,11,11
cs.MS,cs,2021-04,11,11
cs.MS,cs,2021-05,3,3
cs.MS,cs,2021-06,4,4
cs.MS,cs,2021-07,10,10
cs.MS,cs,2021-08,8,8
cs.MS,cs,2021-09,8,8
cs.MS,cs,2021-10,8,8
cs.MS,cs,2021-11,9,9
cs.MS,cs,2021-12,10,10
cs.MS,cs,2022-01,6,6
cs.MS,cs,2022-02,3,3
cs.MS,cs,2022-03,2,2
cs.MS,cs,2022-04,4,4
cs.MS,cs,2022-05,6,6
cs.MS,cs,2022-07,6,6
cs.MS,cs,2022-08,5,5
cs.MS,cs,2022-09,2,2
cs.MS,cs,2022-10,1,1
cs.MS,cs,2022-11,3,3
cs.MS,cs,2022-12,3,3
cs.MS,cs,2023-01,4,4
cs.MS,cs,2023-02,9,9
cs.MS,cs,2023-03,7,7
cs.MS,cs,2023-04,10,10
cs.MS,cs,2023-05,1,1
cs.MS,cs,2023-06,3,3
cs.MS,cs,2023-07,8,8
cs.MS,cs,2023-08,8,8
cs.MS,cs,2023-09,6,6
cs.MS,cs,2023-10,4,4
cs.MS,cs,2023-11,4,4
cs.MS,cs,2023-12,5,5
cs.MS,cs,2024-01,8,8
cs.MS,cs,2024-02,5,5
cs.MS,cs,2024-03,4,4
cs.MS,cs,2024-04,11,11
cs.MS,cs,2024-05,10,10
cs.MS,cs,2024-06,9,9
cs.MS,cs,2024-07,5,5
cs.MS,cs,2024-08,5,5
cs.MS,cs,2024-09,10,10
cs.MS,cs,2024-10,4,4
cs.MS,cs,2024-11,5,5
cs.MS,cs,2024-12,3,3
cs.MS,cs,2025-01,5,5
cs.MS,cs,2025-02,7,7
cs.MS,cs,2025-03,4,4
cs.MS,cs,2025-04,4,4
cs.MS,cs,2025-05,4,4
cs.MS,cs,2025-06,6,6
cs.MS,cs,2025-07,6,6
cs.MS,cs,2025-08,4,4
cs.MS,cs,2025-09,7,7
cs.MS,cs,2025-10,6,6
cs.MS,cs,2025-11,7,7
cs.MS,cs,2025-12,7,7
cs.NA,cs,2018-01,2,2
cs.NA,cs,2018-02,12,12
cs.NA,cs,2018-03,4,4
cs.NA,cs,2018-04,15,15
cs.NA,cs,2018-05,15,15
cs.NA,cs,2018-06,16,16
cs.NA,cs,2018-07,8,8
cs.NA,cs,2018-08,10,10
cs.NA,cs,2018-09,10,10
cs.NA,cs,2018-10,9,9
cs.NA,cs,2018-11,13,13
cs.NA,cs,2018-12,11,11
cs.NA,cs,2019-02,8,8
cs.NA,cs,2019-03,15,15
cs.NA,cs,2019-04,15,15
cs.NA,cs,2019-05,9,9
cs.NE,cs,2018-01,30,30
cs.NE,cs,2018-02,56,50
cs.NE,cs,2018-03,49,49
cs.NE,cs,2018-04,58,50
cs.NE,cs,2018-05,55,50
cs.NE,cs,2018-06,58,50
cs.NE,cs,2018-07,53,50
cs.NE,cs,2018-08,34,34
cs.NE,cs,2018-09,26,26
cs.NE,cs,2018-10,58,50
cs.NE,cs,2018-11,49,49
cs.NE,cs,2018-12,39,39
cs.NE,cs,2019-01,49,49
cs.NE,cs,2019-02,41,41
cs.NE,cs,2019-03,68,50
cs.NE,cs,2019-04,61,50
cs.NE,cs,2019-05,51,50
cs.NE,cs,2019-06,64,50
cs.NE,cs,2019-07,54,50
cs.NE,cs,2019-08,41,41
cs.NE,cs,2019-09,48,48
cs.NE,cs,2019-10,55,50
cs.NE,cs,2019-11,38,38
cs.NE,cs,2019-12,33,33
cs.NE,cs,2020-01,53,50
cs.NE,cs,2020-02,53,50
cs.NE,cs,2020-03,80,50
cs.NE,cs,2020-04,92,50
cs.NE,cs,2020-05,67,50
cs.NE,cs,2020-06,92,50
cs.NE,cs,2020-07,52,50
cs.NE,cs,2020-08,42,42
cs.NE,cs,2020-09,57,50
cs.NE,cs,2020-10,73,50
cs.NE,cs,2020-11,45,45
cs.NE,cs,2020-12,38,38
cs.NE,cs,2021-01,35,35
cs.NE,cs,2021-02,66,50
cs.NE,cs,2021-03,59,50
cs.NE,cs,2021-04,59,50
cs.NE,cs,2021-05,54,50
cs.NE,cs,2021-06,62,50
cs.NE,cs,2021-07,49,49
cs.NE,cs,2021-08,31,31
cs.NE,cs,2021-09,61,50
cs.NE,cs,2021-10,53,50
cs.NE,cs,2021-11,35,35
cs.NE,cs,2021-12,47,47
cs.NE,cs,2022-01,62,50
cs.NE,cs,2022-02,52,50
cs.NE,cs,2022-03,64,50
cs.NE,cs,2022-04,93,50
cs.NE,cs,2022-05,72,50
cs.NE,cs,2022-06,68,50
cs.NE,cs,2022-07,54,50
cs.NE,cs,2022-08,55,50
cs.NE,cs,2022-09,58,50
cs.NE,cs,2022-10,54,50
cs.NE,cs,2022-11,64,50
cs.NE,cs,2022-12,46,46
cs.NE,cs,2023-01,46,46
cs.NE,cs,2023-02,55,50
cs.NE,cs,2023-03,68,50
cs.NE,cs,2023-04,102,50
cs.NE,cs,2023-05,90,50
cs.NE,cs,2023-06,74,50
cs.NE,cs,2023-07,43,43
cs.NE,cs,2023-08,48,48
cs.NE,cs,2023-09,38,38
cs.NE,cs,2023-10,59,50
cs.NE,cs,2023-11,47,47
cs.NE,cs,2023-12,47,47
cs.NE,cs,2024-01,86,50
cs.NE,cs,2024-02,81,50
cs.NE,cs,2024-03,78,50
cs.NE,cs,2024-04,107,50
cs.NE,cs,2024-05,93,50
cs.NE,cs,2024-06,78,50
cs.NE,cs,2024-07,93,50
cs.NE,cs,2024-08,55,50
cs.NE,cs,2024-09,55,50
cs.NE,cs,2024-10,72,50
cs.NE,cs,2024-11,53,50
cs.NE,cs,2024-12,73,50
cs.NE,cs,2025-01,86,50
cs.NE,cs,2025-02,47,47
cs.NE,cs,2025-03,58,50
cs.NE,cs,2025-04,77,50
cs.NE,cs,2025-05,86,50
cs.NE,cs,2025-06,74,50
cs.NE,cs,2025-07,71,50
cs.NE,cs,2025-08,55,50
cs.NE,cs,2025-09,55,50
cs.NE,cs,2025-10,57,50
cs.NE,cs,2025-11,66,50
cs.NE,cs,2025-12,63,50
cs.NI,cs,2018-01,121,50
cs.NI,cs,2018-02,68,50
cs.NI,cs,2018-03,105,50
cs.NI,cs,2018-04,125,50
cs.NI,cs,2018-05,100,50
cs.NI,cs,2018-06,99,50
cs.NI,cs,2018-07,88,50
cs.NI,cs,2018-08,90,50
cs.NI,cs,2018-09,101,50
cs.NI,cs,2018-10,137,50
cs.NI,cs,2018-11,84,50
cs.NI,cs,2018-12,125,50
cs.NI,cs,2019-01,106,50
cs.NI,cs,2019-02,136,50
cs.NI,cs,2019-03,102,50
cs.NI,cs,2019-04,149,50
cs.NI,cs,2019-05,117,50
cs.NI,cs,2019-06,120,50
cs.NI,cs,2019-07,94,50
cs.NI,cs,2019-08,66,50
cs.NI,cs,2019-09,111,50
cs.NI,cs,2019-10,107,50
cs.NI,cs,2019-11,84,50
cs.NI,cs,2019-12,100,50
cs.NI,cs,2020-01,114,50
cs.NI,cs,2020-02,118,50
cs.NI,cs,2020-03,105,50
cs.NI,cs,2020-04,116,50
cs.NI,cs,2020-05,129,50
cs.NI,cs,2020-06,118,50
cs.NI,cs,2020-07,110,50
cs.NI,cs,2020-08,119,50
cs.NI,cs,2020-09,103,50
cs.NI,cs,2020-10,109,50
cs.NI,cs,2020-11,97,50
cs.NI,cs,2020-12,102,50
cs.NI,cs,2021-01,116,50
cs.NI,cs,2021-02,104,50
cs.NI,cs,2021-03,107,50
cs.NI,cs,2021-04,105,50
cs.NI,cs,2021-05,140,50
cs.NI,cs,2021-06,105,50
cs.NI,cs,2021-07,104,50
cs.NI,cs,2021-08,104,50
cs.NI,cs,2021-09,110,50
cs.NI,cs,2021-10,111,50
cs.NI,cs,2021-11,110,50
cs.NI,cs,2021-12,94,50
cs.NI,cs,2022-01,146,50
cs.NI,cs,2022-02,125,50
cs.NI,cs,2022-03,104,50
cs.NI,cs,2022-04,107,50
cs.NI,cs,2022-05,125,50
cs.NI,cs,2022-06,66,50
cs.NI,cs,2022-07,112,50
cs.NI,cs,2022-08,98,50
cs.NI,cs,2022-09,111,50
cs.NI,cs,2022-10,98,50
cs.NI,cs,2022-11,128,50
cs.NI,cs,2022-12,93,50
cs.NI,cs,2023-01,102,50
cs.NI,cs,2023-02,87,50
cs.NI,cs,2023-03,102,50
cs.NI,cs,2023-04,95,50
cs.NI,cs,2023-05,124,50
cs.NI,cs,2023-06,98,50
cs.NI,cs,2023-07,129,50
cs.NI,cs,2023-08,95,50
cs.NI,cs,2023-09,117,50
cs.NI,cs,2023-10,135,50
cs.NI,cs,2023-11,122,50
cs.NI,cs,2023-12,135,50
cs.NI,cs,2024-01,142,50
cs.NI,cs,2024-02,145,50
cs.NI,cs,2024-03,156,50
cs.NI,cs,2024-04,161,50
cs.NI,cs,2024-05,145,50
cs.NI,cs,2024-06,88,50
cs.NI,cs,2024-07,173,50
cs.NI,cs,2024-08,109,50
cs.NI,cs,2024-09,121,50
cs.NI,cs,2024-10,140,50
cs.NI,cs,2024-11,143,50
cs.NI,cs,2024-12,120,50
cs.NI,cs,2025-01,150,50
cs.NI,cs,2025-02,143,50
cs.NI,cs,2025-03,152,50
cs.NI,cs,2025-04,138,50
cs.NI,cs,2025-05,151,50
cs.NI,cs,2025-06,141,50
cs.NI,cs,2025-07,168,50
cs.NI,cs,2025-08,182,50
cs.NI,cs,2025-09,212,50
cs.NI,cs,2025-10,152,50
cs.NI,cs,2025-11,150,50
cs.NI,cs,2025-12,141,50
cs.OH,cs,2018-01,7,7
cs.OH,cs,2018-02,5,5
cs.OH,cs,2018-03,7,7
cs.OH,cs,2018-04,10,10
cs.OH,cs,2018-05,17,17
cs.OH,cs,2018-06,6,6
cs.OH,cs,2018-07,4,4
cs.OH,cs,2018-08,8,8
cs.OH,cs,2018-09,9,9
cs.OH,cs,2018-10,10,10
cs.OH,cs,2018-11,5,5
cs.OH,cs,2018-12,8,8
cs.OH,cs,2019-01,6,6
cs.OH,cs,2019-02,3,3
cs.OH,cs,2019-03,10,10
cs.OH,cs,2019-04,17,17
cs.OH,cs,2019-05,15,15
cs.OH,cs,2019-06,8,8
cs.OH,cs,2019-07,12,12
cs.OH,cs,2019-08,5,5
cs.OH,cs,2019-09,4,4
cs.OH,cs,2019-10,15,15
cs.OH,cs,2019-11,5,5
cs.OH,cs,2019-12,7,7
cs.OH,cs,2020-01,9,9
cs.OH,cs,2020-02,7,7
cs.OH,cs,2020-03,7,7
cs.OH,cs,2020-04,10,10
cs.OH,cs,2020-05,10,10
cs.OH,cs,2020-06,11,11
cs.OH,cs,2020-07,10,10
cs.OH,cs,2020-08,12,12
cs.OH,cs,2020-09,2,2
cs.OH,cs,2020-10,5,5
cs.OH,cs,2020-11,3,3
cs.OH,cs,2020-12,8,8
cs.OH,cs,2021-01,4,4
cs.OH,cs,2021-02,3,3
cs.OH,cs,2021-03,2,2
cs.OH,cs,2021-04,5,5
cs.OH,cs,2021-05,7,7
cs.OH,cs,2021-06,6,6
cs.OH,cs,2021-07,9,9
cs.OH,cs,2021-08,10,10
cs.OH,cs,2021-09,4,4
cs.OH,cs,2021-10,6,6
cs.OH,cs,2021-11,2,2
cs.OH,cs,2021-12,2,2
cs.OH,cs,2022-01,5,5
cs.OH,cs,2022-02,1,1
cs.OH,cs,2022-03,5,5
cs.OH,cs,2022-04,8,8
cs.OH,cs,2022-05,4,4
cs.OH,cs,2022-06,3,3
cs.OH,cs,2022-08,4,4
cs.OH,cs,2022-09,6,6
cs.OH,cs,2022-10,5,5
cs.OH,cs,2022-11,5,5
cs.OH,cs,2022-12,3,3
cs.OH,cs,2023-01,9,9
cs.OH,cs,2023-02,4,4
cs.OH,cs,2023-03,2,2
cs.OH,cs,2023-04,5,5
cs.OH,cs,2023-05,4,4
cs.OH,cs,2023-06,5,5
cs.OH,cs,2023-07,7,7
cs.OH,cs,2023-08,5,5
cs.OH,cs,2023-09,5,5
cs.OH,cs,2023-10,6,6
cs.OH,cs,2023-11,2,2
cs.OH,cs,2024-01,7,7
cs.OH,cs,2024-02,8,8
cs.OH,cs,2024-03,5,5
cs.OH,cs,2024-04,4,4
cs.OH,cs,2024-05,2,2
cs.OH,cs,2024-06,2,2
cs.OH,cs,2024-07,5,5
cs.OH,cs,2024-08,4,4
cs.OH,cs,2024-09,3,3
cs.OH,cs,2024-10,4,4
cs.OH,cs,2024-11,2,2
cs.OH,cs,2024-12,6,6
cs.OH,cs,2025-01,2,2
cs.OH,cs,2025-02,5,5
cs.OH,cs,2025-03,3,3
cs.OH,cs,2025-04,8,8
cs.OH,cs,2025-05,4,4
cs.OH,cs,2025-06,5,5
cs.OH,cs,2025-07,7,7
cs.OH,cs,2025-08,3,3
cs.OH,cs,2025-09,6,6
cs.OH,cs,2025-10,5,5
cs.OH,cs,2025-11,8,8
cs.OH,cs,2025-12,4,4
cs.OS,cs,2018-01,3,3
cs.OS,cs,2018-02,1,1
cs.OS,cs,2018-04,2,2
cs.OS,cs,2018-05,1,1
cs.OS,cs,2018-06,5,5
cs.OS,cs,2018-08,5,5
cs.OS,cs,2018-09,1,1
cs.OS,cs,2018-10,8,8
cs.OS,cs,2018-11,3,3
cs.OS,cs,2018-12,1,1
cs.OS,cs,2019-01,7,7
cs.OS,cs,2019-02,2,2
cs.OS,cs,2019-03,7,7
cs.OS,cs,2019-05,1,1
cs.OS,cs,2019-06,3,3
cs.OS,cs,2019-07,4,4
cs.OS,cs,2019-08,7,7
cs.OS,cs,2019-09,6,6
cs.OS,cs,2019-10,6,6
cs.OS,cs,2019-11,3,3
cs.OS,cs,2019-12,3,3
cs.OS,cs,2020-01,4,4
cs.OS,cs,2020-02,2,2
cs.OS,cs,2020-03,6,6
cs.OS,cs,2020-04,9,9
cs.OS,cs,2020-05,4,4
cs.OS,cs,2020-06,3,3
cs.OS,cs,2020-07,5,5
cs.OS,cs,2020-08,2,2
cs.OS,cs,2020-09,6,6
cs.OS,cs,2020-10,3,3
cs.OS,cs,2020-11,3,3
cs.OS,cs,2020-12,1,1
cs.OS,cs,2021-01,2,2
cs.OS,cs,2021-02,1,1
cs.OS,cs,2021-04,5,5
cs.OS,cs,2021-05,1,1
cs.OS,cs,2021-06,1,1
cs.OS,cs,2021-07,1,1
cs.OS,cs,2021-09,2,2
cs.OS,cs,2021-10,1,1
cs.OS,cs,2021-11,3,3
cs.OS,cs,2021-12,4,4
cs.OS,cs,2022-01,4,4
cs.OS,cs,2022-02,2,2
cs.OS,cs,2022-03,3,3
cs.OS,cs,2022-04,2,2
cs.OS,cs,2022-05,3,3
cs.OS,cs,2022-06,4,4
cs.OS,cs,2022-07,1,1
cs.OS,cs,2022-09,3,3
cs.OS,cs,2022-10,5,5
cs.OS,cs,2022-11,2,2
cs.OS,cs,2022-12,2,2
cs.OS,cs,2023-01,3,3
cs.OS,cs,2023-02,3,3
cs.OS,cs,2023-03,3,3
cs.OS,cs,2023-04,2,2
cs.OS,cs,2023-05,2,2
cs.OS,cs,2023-06,4,4
cs.OS,cs,2023-07,5,5
cs.OS,cs,2023-08,3,3
cs.OS,cs,2023-09,3,3
cs.OS,cs,2023-10,9,9
cs.OS,cs,2023-11,6,6
cs.OS,cs,2023-12,7,7
cs.OS,cs,2024-01,7,7
cs.OS,cs,2024-02,1,1
cs.OS,cs,2024-03,3,3
cs.OS,cs,2024-04,3,3
cs.OS,cs,2024-05,2,2
cs.OS,cs,2024-06,4,4
cs.OS,cs,2024-07,3,3
cs.OS,cs,2024-08,5,5
cs.OS,cs,2024-09,9,9
cs.OS,cs,2024-10,7,7
cs.OS,cs,2024-11,4,4
cs.OS,cs,2024-12,4,4
cs.OS,cs,2025-01,11,11
cs.OS,cs,2025-02,9,9
cs.OS,cs,2025-03,12,12
cs.OS,cs,2025-04,9,9
cs.OS,cs,2025-05,5,5
cs.OS,cs,2025-06,10,10
cs.OS,cs,2025-07,6,6
cs.OS,cs,2025-08,11,11
cs.OS,cs,2025-09,12,12
cs.OS,cs,2025-10,6,6
cs.OS,cs,2025-11,13,13
cs.OS,cs,2025-12,15,15
cs.PF,cs,2018-01,6,6
cs.PF,cs,2018-02,6,6
cs.PF,cs,2018-03,9,9
cs.PF,cs,2018-04,9,9
cs.PF,cs,2018-05,12,12
cs.PF,cs,2018-06,6,6
cs.PF,cs,2018-07,6,6
cs.PF,cs,2018-08,9,9
cs.PF,cs,2018-09,7,7
cs.PF,cs,2018-10,9,9
cs.PF,cs,2018-11,10,10
cs.PF,cs,2018-12,6,6
cs.PF,cs,2019-01,11,11
cs.PF,cs,2019-02,8,8
cs.PF,cs,2019-03,6,6
cs.PF,cs,2019-04,9,9
cs.PF,cs,2019-05,15,15
cs.PF,cs,2019-06,11,11
cs.PF,cs,2019-07,13,13
cs.PF,cs,2019-08,12,12
cs.PF,cs,2019-09,3,3
cs.PF,cs,2019-10,16,16
cs.PF,cs,2019-11,11,11
cs.PF,cs,2019-12,13,13
cs.PF,cs,2020-01,9,9
cs.PF,cs,2020-02,13,13
cs.PF,cs,2020-03,9,9
cs.PF,cs,2020-04,14,14
cs.PF,cs,2020-05,10,10
cs.PF,cs,2020-06,8,8
cs.PF,cs,2020-07,9,9
cs.PF,cs,2020-08,8,8
cs.PF,cs,2020-09,12,12
cs.PF,cs,2020-10,10,10
cs.PF,cs,2020-11,11,11
cs.PF,cs,2020-12,7,7
cs.PF,cs,2021-01,3,3
cs.PF,cs,2021-02,7,7
cs.PF,cs,2021-03,9,9
cs.PF,cs,2021-04,11,11
cs.PF,cs,2021-05,4,4
cs.PF,cs,2021-06,10,10
cs.PF,cs,2021-07,6,6
cs.PF,cs,2021-08,7,7
cs.PF,cs,2021-09,8,8
cs.PF,cs,2021-10,6,6
cs.PF,cs,2021-11,3,3
cs.PF,cs,2021-12,12,12
cs.PF,cs,2022-01,3,3
cs.PF,cs,2022-02,7,7
cs.PF,cs,2022-03,4,4
cs.PF,cs,2022-04,5,5
cs.PF,cs,2022-05,4,4
cs.PF,cs,2022-06,4,4
cs.PF,cs,2022-07,7,7
cs.PF,cs,2022-08,3,3
cs.PF,cs,2022-09,9,9
cs.PF,cs,2022-10,8,8
cs.PF,cs,2022-11,6,6
cs.PF,cs,2022-12,5,5
cs.PF,cs,2023-01,3,3
cs.PF,cs,2023-02,4,4
cs.PF,cs,2023-03,10,10
cs.PF,cs,2023-04,7,7
cs.PF,cs,2023-05,6,6
cs.PF,cs,2023-06,5,5
cs.PF,cs,2023-07,6,6
cs.PF,cs,2023-08,5,5
cs.PF,cs,2023-09,8,8
cs.PF,cs,2023-10,16,16
cs.PF,cs,2023-11,7,7
cs.PF,cs,2023-12,4,4
cs.PF,cs,2024-01,11,11
cs.PF,cs,2024-02,5,5
cs.PF,cs,2024-03,6,6
cs.PF,cs,2024-04,11,11
cs.PF,cs,2024-05,9,9
cs.PF,cs,2024-06,4,4
cs.PF,cs,2024-07,6,6
cs.PF,cs,2024-08,9,9
cs.PF,cs,2024-09,11,11
cs.PF,cs,2024-10,13,13
cs.PF,cs,2024-11,15,15
cs.PF,cs,2024-12,9,9
cs.PF,cs,2025-01,12,12
cs.PF,cs,2025-02,11,11
cs.PF,cs,2025-03,17,17
cs.PF,cs,2025-04,17,17
cs.PF,cs,2025-05,20,20
cs.PF,cs,2025-06,10,10
cs.PF,cs,2025-07,10,10
cs.PF,cs,2025-08,19,19
cs.PF,cs,2025-09,21,21
cs.PF,cs,2025-10,16,16
cs.PF,cs,2025-11,15,15
cs.PF,cs,2025-12,8,8
cs.PL,cs,2018-01,23,23
cs.PL,cs,2018-02,40,40
cs.PL,cs,2018-03,34,34
cs.PL,cs,2018-04,35,35
cs.PL,cs,2018-05,36,36
cs.PL,cs,2018-06,15,15
cs.PL,cs,2018-07,39,39
cs.PL,cs,2018-08,49,49
cs.PL,cs,2018-09,25,25
cs.PL,cs,2018-10,35,35
cs.PL,cs,2018-11,37,37
cs.PL,cs,2018-12,23,23
cs.PL,cs,2019-01,19,19
cs.PL,cs,2019-02,35,35
cs.PL,cs,2019-03,22,22
cs.PL,cs,2019-04,40,40
cs.PL,cs,2019-05,47,47
cs.PL,cs,2019-06,31,31
cs.PL,cs,2019-07,56,50
cs.PL,cs,2019-08,42,42
cs.PL,cs,2019-09,45,45
cs.PL,cs,2019-10,27,27
cs.PL,cs,2019-11,27,27
cs.PL,cs,2019-12,23,23
cs.PL,cs,2020-01,31,31
cs.PL,cs,2020-02,41,41
cs.PL,cs,2020-03,22,22
cs.PL,cs,2020-04,43,43
cs.PL,cs,2020-05,39,39
cs.PL,cs,2020-06,21,21
cs.PL,cs,2020-07,32,32
cs.PL,cs,2020-08,33,33
cs.PL,cs,2020-09,33,33
cs.PL,cs,2020-10,64,50
cs.PL,cs,2020-11,34,34
cs.PL,cs,2020-12,25,25
cs.PL,cs,2021-01,30,30
cs.PL,cs,2021-02,24,24
cs.PL,cs,2021-03,43,43
cs.PL,cs,2021-04,34,34
cs.PL,cs,2021-05,42,42
cs.PL,cs,2021-06,28,28
cs.PL,cs,2021-07,45,45
cs.PL,cs,2021-08,39,39
cs.PL,cs,2021-09,38,38
cs.PL,cs,2021-10,33,33
cs.PL,cs,2021-11,37,37
cs.PL,cs,2021-12,27,27
cs.PL,cs,2022-01,23,23
cs.PL,cs,2022-02,31,31
cs.PL,cs,2022-03,41,41
cs.PL,cs,2022-04,25,25
cs.PL,cs,2022-05,43,43
cs.PL,cs,2022-06,28,28
cs.PL,cs,2022-07,40,40
cs.PL,cs,2022-08,30,30
cs.PL,cs,2022-09,37,37
cs.PL,cs,2022-10,30,30
cs.PL,cs,2022-11,37,37
cs.PL,cs,2022-12,35,35
cs.PL,cs,2023-01,27,27
cs.PL,cs,2023-02,29,29
cs.PL,cs,2023-03,30,30
cs.PL,cs,2023-04,49,49
cs.PL,cs,2023-05,39,39
cs.PL,cs,2023-06,24,24
cs.PL,cs,2023-07,39,39
cs.PL,cs,2023-08,33,33
cs.PL,cs,2023-09,47,47
cs.PL,cs,2023-10,45,45
cs.PL,cs,2023-11,51,50
cs.PL,cs,2023-12,37,37
cs.PL,cs,2024-01,28,28
cs.PL,cs,2024-02,22,22
cs.PL,cs,2024-03,46,46
cs.PL,cs,2024-04,49,49
cs.PL,cs,2024-05,39,39
cs.PL,cs,2024-06,33,33
cs.PL,cs,2024-07,43,43
cs.PL,cs,2024-08,40,40
cs.PL,cs,2024-09,29,29
cs.PL,cs,2024-10,36,36
cs.PL,cs,2024-11,41,41
cs.PL,cs,2024-12,37,37
cs.PL,cs,2025-01,39,39
cs.PL,cs,2025-02,47,47
cs.PL,cs,2025-03,48,48
cs.PL,cs,2025-04,56,50
cs.PL,cs,2025-05,48,48
cs.PL,cs,2025-06,38,38
cs.PL,cs,2025-07,61,50
cs.PL,cs,2025-08,50,50
cs.PL,cs,2025-09,55,50
cs.PL,cs,2025-10,61,50
cs.PL,cs,2025-11,50,50
cs.PL,cs,2025-12,42,42
cs.RO,cs,2018-01,68,50
cs.RO,cs,2018-02,92,50
cs.RO,cs,2018-03,111,50
cs.RO,cs,2018-04,100,50
cs.RO,cs,2018-05,92,50
cs.RO,cs,2018-06,75,50
cs.RO,cs,2018-07,104,50
cs.RO,cs,2018-08,79,50
cs.RO,cs,2018-09,215,50
cs.RO,cs,2018-10,159,50
cs.RO,cs,2018-11,106,50
cs.RO,cs,2018-12,83,50
cs.RO,cs,2019-01,94,50
cs.RO,cs,2019-02,127,50
cs.RO,cs,2019-03,211,50
cs.RO,cs,2019-04,166,50
cs.RO,cs,2019-05,159,50
cs.RO,cs,2019-06,139,50
cs.RO,cs,2019-07,153,50
cs.RO,cs,2019-08,114,50
cs.RO,cs,2019-09,288,50
cs.RO,cs,2019-10,198,50
cs.RO,cs,2019-11,136,50
cs.RO,cs,2019-12,111,50
cs.RO,cs,2020-01,116,50
cs.RO,cs,2020-02,162,50
cs.RO,cs,2020-03,314,50
cs.RO,cs,2020-04,144,50
cs.RO,cs,2020-05,162,50
cs.RO,cs,2020-06,173,50
cs.RO,cs,2020-07,203,50
cs.RO,cs,2020-08,181,50
cs.RO,cs,2020-09,135,50
cs.RO,cs,2020-10,285,50
cs.RO,cs,2020-11,452,50
cs.RO,cs,2020-12,244,50
cs.RO,cs,2021-01,198,50
cs.RO,cs,2021-02,205,50
cs.RO,cs,2021-03,476,50
cs.RO,cs,2021-04,279,50
cs.RO,cs,2021-05,240,50
cs.RO,cs,2021-06,219,50
cs.RO,cs,2021-07,292,50
cs.RO,cs,2021-08,259,50
cs.RO,cs,2021-09,450,50
cs.RO,cs,2021-10,297,50
cs.RO,cs,2021-11,243,50
cs.RO,cs,2021-12,195,50
cs.RO,cs,2022-01,185,50
cs.RO,cs,2022-02,278,50
cs.RO,cs,2022-03,454,50
cs.RO,cs,2022-04,239,50
cs.RO,cs,2022-05,272,50
cs.RO,cs,2022-06,279,50
cs.RO,cs,2022-07,299,50
cs.RO,cs,2022-08,270,50
cs.RO,cs,2022-09,490,50
cs.RO,cs,2022-10,457,50
cs.RO,cs,2022-11,331,50
cs.RO,cs,2022-12,263,50
cs.RO,cs,2023-01,259,50
cs.RO,cs,2023-02,334,50
cs.RO,cs,2023-03,572,50
cs.RO,cs,2023-04,352,50
cs.RO,cs,2023-05,365,50
cs.RO,cs,2023-06,398,50
cs.RO,cs,2023-07,387,50
cs.RO,cs,2023-08,362,50
cs.RO,cs,2023-09,679,50
cs.RO,cs,2023-10,581,50
cs.RO,cs,2023-11,406,50
cs.RO,cs,2023-12,398,50
cs.RO,cs,2024-01,362,50
cs.RO,cs,2024-02,457,50
cs.RO,cs,2024-03,728,50
cs.RO,cs,2024-04,533,50
cs.RO,cs,2024-05,547,50
cs.RO,cs,2024-06,435,50
cs.RO,cs,2024-07,580,50
cs.RO,cs,2024-08,415,50
cs.RO,cs,2024-09,888,50
cs.RO,cs,2024-10,772,50
cs.RO,cs,2024-11,565,50
cs.RO,cs,2024-12,496,50
cs.RO,cs,2025-01,356,50
cs.RO,cs,2025-02,552,50
cs.RO,cs,2025-03,859,50
cs.RO,cs,2025-04,618,50
cs.RO,cs,2025-05,773,50
cs.RO,cs,2025-06,673,50
cs.RO,cs,2025-07,606,50
